sample,name,mating_type,country_of_origin_x,isolation_source,broad_project,sra_accession_x,strain_description,in_gwas,phenotyped,source_x,dataset,species_id_from_mash_anlaysis_x,study_x,hiv_status_x,continent_of_origin_x,year_of_origin_x,mean_depth_of_mapping_with_mq_>_30_across_whole_genome_x,proportion_of_genome_covered_by_at_least_5_reads_which_mapped_with_mq_>_30_x,source_y,vni_subdivision,lab_id,species_id_from_mash_anlaysis_y,study_y,hiv_status_y,sra_accession_y,country_of_origin_y,continent_of_origin_y,year_of_origin_y,mean_depth_of_mapping_with_mq_>_30_across_whole_genome_y,proportion_of_genome_covered_by_at_least_5_reads_which_mapped_with_mq_>_30_y,strain,lineage
ERS1142714,20427_2#20,,Vietnam,,,ERR1671618,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,41.46130875,0.960444303,Clinical,VNIa-32,BK46,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671618,Vietnam,Asia,2005.0,41.46130875,0.960444303,20427_2#20,VNI
ERS1142715,20949_2#6,,Vietnam,,,ERR1756539,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,53.62651517,0.991170542,Clinical,VNIa-5,BK47,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1756539,Vietnam,Asia,2005.0,53.62651517,0.991170542,20949_2#6,VNI
ERS1142716,20427_2#21,,Vietnam,,,ERR1671619,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,37.98524694,0.956780865,Clinical,VNIa-4,BK48,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671619,Vietnam,Asia,2005.0,37.98524694,0.956780865,20427_2#21,VNI
ERS1142717,20427_2#22,,Vietnam,,,ERR1671620,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,40.95602597,0.959722484,Clinical,VNIa-5,BK49,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671620,Vietnam,Asia,2005.0,40.95602597,0.959722484,20427_2#22,VNI
ERS1142693,20427_2#2,,Vietnam,,,ERR1671600,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2004.0,55.93813972,0.956728793,Clinical,VNIa-4,BK5,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671600,Vietnam,Asia,2004.0,55.93813972,0.956728793,20427_2#2,VNI
ERS542391,14892_1#95,,Vietnam,,,ERR842557,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,32.88889597,0.958527313,Clinical,VNIa-5,BK50,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842557,Vietnam,Asia,2005.0,32.88889597,0.958527313,14892_1#95,VNI
ERS1142718,20427_2#23,,Vietnam,,,ERR1671621,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,45.35552997,0.960232367,Clinical,VNIa-5,BK51,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671621,Vietnam,Asia,2005.0,45.35552997,0.960232367,20427_2#23,VNI
ERS542312,14892_1#17,,Vietnam,,,ERR842491,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,30.21101985,0.955645484,Clinical,VNIa-4,BK52,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842491,Vietnam,Asia,2005.0,30.21101985,0.955645484,14892_1#17,VNI
ERS1142719,20427_2#24,,Vietnam,,,ERR1671622,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,43.37984881,0.957312211,Clinical,VNIa-4,BK53,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671622,Vietnam,Asia,2005.0,43.37984881,0.957312211,20427_2#24,VNI
ERS542328,14892_1#32,,Vietnam,,,ERR842500,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,30.76684446,0.958304328,Clinical,VNIa-5,BK54,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842500,Vietnam,Asia,2005.0,30.76684446,0.958304328,14892_1#32,VNI
ERS542336,14892_1#40,,Vietnam,,,ERR842507,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,32.19988461,0.957814745,Clinical,VNIa-93,BK55,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842507,Vietnam,Asia,2005.0,32.19988461,0.957814745,14892_1#40,VNI
ERS542344,14892_1#48,,Vietnam,,,ERR842514,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,35.61178316,0.956751736,Clinical,VNIa-4,BK56,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842514,Vietnam,Asia,2005.0,35.61178316,0.956751736,14892_1#48,VNI
ERS1142720,20427_2#25,,Vietnam,,,ERR1671623,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,38.14170647,0.957120047,Clinical,VNIa-4,BK57,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671623,Vietnam,Asia,2005.0,38.14170647,0.957120047,20427_2#25,VNI
ERS1142721,20427_2#26,,Vietnam,,,ERR1671624,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,38.93095268,0.957083041,Clinical,VNIa-4,BK58,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671624,Vietnam,Asia,2005.0,38.93095268,0.957083041,20427_2#26,VNI
ERS1142722,20427_2#27,,Vietnam,,,ERR1671625,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,42.14028335,0.957524887,Clinical,VNIa-4,BK59,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671625,Vietnam,Asia,2005.0,42.14028335,0.957524887,20427_2#27,VNI
ERS542340,14892_1#44,,Vietnam,,,ERR842510,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2004.0,33.28184355,0.95635287,Clinical,VNIa-4,BK6,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842510,Vietnam,Asia,2004.0,33.28184355,0.95635287,14892_1#44,VNI
ERS1142723,20427_2#28,,Vietnam,,,ERR1671626,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,40.34819341,0.959927125,Clinical,VNIa-5,BK60,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671626,Vietnam,Asia,2005.0,40.34819341,0.959927125,20427_2#28,VNI
ERS1142724,20427_2#29,,Vietnam,,,ERR1671627,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,38.98316767,0.956897062,Clinical,VNIa-4,BK61,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671627,Vietnam,Asia,2005.0,38.98316767,0.956897062,20427_2#29,VNI
ERS542392,14936_1#1,,Vietnam,,,ERR842634,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,33.62901934,0.958799779,Clinical,VNIa-5,BK62,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842634,Vietnam,Asia,2005.0,33.62901934,0.958799779,14936_1#1,VNI
ERS1142725,20427_2#30,,Vietnam,,,ERR1671628,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,41.96400645,0.959891969,Clinical,VNIa-5,BK63,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671628,Vietnam,Asia,2005.0,41.96400645,0.959891969,20427_2#30,VNI
ERS1142726,20427_2#31,,Vietnam,,,ERR1671629,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,36.99644207,0.957104874,Clinical,VNIa-4,BK64,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671629,Vietnam,Asia,2005.0,36.99644207,0.957104874,20427_2#31,VNI
ERS542321,14892_1#26,,Vietnam,,,ERR842496,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,29.98850112,0.9586258,Clinical,VNIa-5,BK65,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842496,Vietnam,Asia,2005.0,29.98850112,0.9586258,14892_1#26,VNI
ERS1142727,20427_2#32,,Vietnam,,,ERR1671630,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,38.96329455,0.96047581,Clinical,VNIa-32,BK66,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671630,Vietnam,Asia,2005.0,38.96329455,0.96047581,20427_2#32,VNI
ERS1142728,20427_2#33,,Vietnam,,,ERR1671631,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,39.63541105,0.96088488,Clinical,VNIa-32,BK68,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671631,Vietnam,Asia,2005.0,39.63541105,0.96088488,20427_2#33,VNI
ERS1142729,20427_2#34,,Vietnam,,,ERR1671632,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,37.67742884,0.957361798,Clinical,VNIa-4,BK69,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671632,Vietnam,Asia,2005.0,37.67742884,0.957361798,20427_2#34,VNI
ERS1142694,20427_2#3,,Vietnam,,,ERR1671601,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2004.0,47.35788428,0.957985129,Clinical,VNIa-4,BK7,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671601,Vietnam,Asia,2004.0,47.35788428,0.957985129,20427_2#3,VNI
ERS542361,14892_1#65,,Vietnam,,,ERR842530,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,30.18720734,0.955075599,Clinical,VNIa-4,BK70,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842530,Vietnam,Asia,2005.0,30.18720734,0.955075599,14892_1#65,VNI
ERS1142730,20427_2#35,,Vietnam,,,ERR1671633,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,40.8685325,0.957085526,Clinical,VNIa-4,BK71,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671633,Vietnam,Asia,2005.0,40.8685325,0.957085526,20427_2#35,VNI
ERS1142731,20427_2#36,,Vietnam,,,ERR1671634,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,41.44088495,0.958301896,Clinical,VNIa-93,BK72,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671634,Vietnam,Asia,2005.0,41.44088495,0.958301896,20427_2#36,VNI
ERS1142732,20427_2#37,,Vietnam,,,ERR1671635,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,40.3862382,0.956476045,Clinical,VNIa-4,BK73,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671635,Vietnam,Asia,2005.0,40.3862382,0.956476045,20427_2#37,VNI
ERS1142733,20427_2#38,,Vietnam,,,ERR1671636,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,35.73081629,0.956892146,Clinical,VNIa-4,BK74,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671636,Vietnam,Asia,2005.0,35.73081629,0.956892146,20427_2#38,VNI
ERS542306,14892_1#11,,Vietnam,,,ERR842485,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,31.54785013,0.955611333,Clinical,VNIa-4,BK75,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842485,Vietnam,Asia,2005.0,31.54785013,0.955611333,14892_1#11,VNI
ERS1142734,20427_2#39,,Vietnam,,,ERR1671637,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,42.07413301,0.959952235,Clinical,VNIa-5,BK76,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671637,Vietnam,Asia,2005.0,42.07413301,0.959952235,20427_2#39,VNI
ERS1142735,20949_2#7,,Vietnam,,,ERR1756540,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,45.22012395,0.990063042,Clinical,VNIa-5,BK77,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1756540,Vietnam,Asia,2005.0,45.22012395,0.990063042,20949_2#7,VNI
ERS1142736,20949_2#8,,Vietnam,,,ERR1756541,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,45.52001231,0.990940593,Clinical,VNIa-5,BK78,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1756541,Vietnam,Asia,2005.0,45.52001231,0.990940593,20949_2#8,VNI
ERS1142737,20427_2#40,,Vietnam,,,ERR1671638,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,35.26815752,0.956632526,Clinical,VNIa-4,BK79,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671638,Vietnam,Asia,2005.0,35.26815752,0.956632526,20427_2#40,VNI
ERS1142695,20427_2#4,,Vietnam,,,ERR1671602,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2004.0,44.55160567,0.966607303,Clinical,VNIb,BK8,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671602,Vietnam,Asia,2004.0,44.55160567,0.966607303,20427_2#4,VNI
ERS1142738,20427_2#41,,Vietnam,,,ERR1671639,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,41.05133729,0.956392572,Clinical,VNIa-4,BK80,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671639,Vietnam,Asia,2005.0,41.05133729,0.956392572,20427_2#41,VNI
ERS1142739,20427_2#42,,Vietnam,,,ERR1671640,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,44.01664043,0.960641278,Clinical,VNIa-32,BK81,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671640,Vietnam,Asia,2005.0,44.01664043,0.960641278,20427_2#42,VNI
ERS1142740,20427_2#43,,Vietnam,,,ERR1671641,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,42.12372259,0.960167819,Clinical,VNIa-5,BK82,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671641,Vietnam,Asia,2005.0,42.12372259,0.960167819,20427_2#43,VNI
ERS1142741,20427_2#44,,Vietnam,,,ERR1671642,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,36.78136793,0.956463516,Clinical,VNIa-4,BK83,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671642,Vietnam,Asia,2005.0,36.78136793,0.956463516,20427_2#44,VNI
ERS1142742,20427_2#45,,Vietnam,,,ERR1671643,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,45.78167481,0.957308828,Clinical,VNIa-4,BK84,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671643,Vietnam,Asia,2005.0,45.78167481,0.957308828,20427_2#45,VNI
ERS1142743,20427_2#46,,Vietnam,,,ERR1671644,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,42.99119957,0.959578057,Clinical,VNIa-93,BK85,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671644,Vietnam,Asia,2005.0,42.99119957,0.959578057,20427_2#46,VNI
ERS1142744,20427_2#47,,Vietnam,,,ERR1671645,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,40.98215595,0.956903935,Clinical,VNIa-4,BK86,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671645,Vietnam,Asia,2005.0,40.98215595,0.956903935,20427_2#47,VNI
ERS542394,14936_1#3,,Vietnam,,,ERR842635,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,32.68795824,0.956052227,Clinical,VNIa-4,BK87,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR842635,Vietnam,Asia,2005.0,32.68795824,0.956052227,14936_1#3,VNI
ERS1142745,20427_2#48,,Vietnam,,,ERR1671646,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,44.53895986,0.956639821,Clinical,VNIa-4,BK88,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671646,Vietnam,Asia,2005.0,44.53895986,0.956639821,20427_2#48,VNI
ERS1142746,20427_2#49,,Vietnam,,,ERR1671647,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,46.56092494,0.957412496,Clinical,VNIa-4,BK89,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671647,Vietnam,Asia,2005.0,46.56092494,0.957412496,20427_2#49,VNI
ERS1142747,20427_2#50,,Vietnam,,,ERR1671648,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,48.59239927,0.956902402,Clinical,VNIa-4,BK90,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671648,Vietnam,Asia,2005.0,48.59239927,0.956902402,20427_2#50,VNI
ERS1142748,20427_2#51,,Vietnam,,,ERR1671649,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,42.90505216,0.960230094,Clinical,VNIa-5,BK91,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671649,Vietnam,Asia,2005.0,42.90505216,0.960230094,20427_2#51,VNI
ERS1142749,20427_2#52,,Vietnam,,,ERR1671650,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,38.21346629,0.960259592,Clinical,VNIa-32,BK92,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671650,Vietnam,Asia,2005.0,38.21346629,0.960259592,20427_2#52,VNI
ERS1142750,20427_2#53,,Vietnam,,,ERR1671651,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,41.52486175,0.957138549,Clinical,VNIa-4,BK93,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671651,Vietnam,Asia,2005.0,41.52486175,0.957138549,20427_2#53,VNI
ERS1142751,20427_2#54,,Vietnam,,,ERR1671652,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,37.3373437,0.959600578,Clinical,VNIa-5,BK94,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671652,Vietnam,Asia,2005.0,37.3373437,0.959600578,20427_2#54,VNI
ERS1142752,20427_2#55,,Vietnam,,,ERR1671653,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,40.85734668,0.956455164,Clinical,VNIa-4,BK95,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671653,Vietnam,Asia,2005.0,40.85734668,0.956455164,20427_2#55,VNI
ERS1142753,20427_2#56,,Vietnam,,,ERR1671654,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,37.89679283,0.956700722,Clinical,VNIa-4,BK96,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671654,Vietnam,Asia,2005.0,37.89679283,0.956700722,20427_2#56,VNI
ERS1142754,20427_2#57,,Vietnam,,,ERR1671655,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,40.52275285,0.960174427,Clinical,VNIa-5,BK97,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671655,Vietnam,Asia,2005.0,40.52275285,0.960174427,20427_2#57,VNI
ERS1142755,20427_2#58,,Vietnam,,,ERR1671656,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,42.37154626,0.956770133,Clinical,VNIa-4,BK98,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671656,Vietnam,Asia,2005.0,42.37154626,0.956770133,20427_2#58,VNI
ERS1142756,20427_2#59,,Vietnam,,,ERR1671657,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,positive,Asia,2005.0,40.57996428,0.9597689,Clinical,VNIa-5,BK99,Cryptococcus neoformans var. grubii H99,Ashton,positive,ERR1671657,Vietnam,Asia,2005.0,40.57996428,0.9597689,20427_2#59,VNI
ERS542586,14893_3#52,,Vietnam,,,ERR775391,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,,35.90889986,0.958772553,Clinical,VNIa-5,BMD0367,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR775391,Vietnam,Asia,,35.90889986,0.958772553,14893_3#52,VNI
ERS2541335,BMD101,,Vietnam,,,ERR2624100,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,1997.0,50.83942592,0.99121199,Clinical,VNIa-5,BMD101,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624100,Vietnam,Asia,1997.0,50.83942592,0.99121199,BMD101,VNI
ERS542587,14893_3#53,,Vietnam,,,ERR775392,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,,35.46793799,0.958227621,Clinical,VNIa-5,BMD1198,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR775392,Vietnam,Asia,,35.46793799,0.958227621,14893_3#53,VNI
ERS2541165,BMD1228,,Vietnam,,,ERR2624491,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,,33.33890745,0.987798441,Clinical,VNIa-5,BMD1228,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624491,Vietnam,Asia,,33.33890745,0.987798441,BMD1228,VNI
ERS2541240,BMD1232,,Vietnam,,,ERR2624416,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,2007.0,44.5906006,0.991328075,Clinical,VNIa-5,BMD1232,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624416,Vietnam,Asia,2007.0,44.5906006,0.991328075,BMD1232,VNI
ERS2541258,BMD1291,,Vietnam,,,ERR2624106,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,2007.0,36.95493329,0.990521086,Clinical,VNIa-5,BMD1291,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624106,Vietnam,Asia,2007.0,36.95493329,0.990521086,BMD1291,VNI
ERS1142896,20949_2#56,,Vietnam,,,ERR1764085,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,2007.0,39.87139341,0.990506952,Clinical,VNIa-5,BMD1338,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR1764085,Vietnam,Asia,2007.0,39.87139341,0.990506952,20949_2#56,VNI
ERS2541242,BMD1353,,Vietnam,,,ERR2624126,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,,51.20687285,0.990996651,Clinical,VNIa-5,BMD1353,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624126,Vietnam,Asia,,51.20687285,0.990996651,BMD1353,VNI
ERS2541109,BMD1392,,Vietnam,,,ERR2624444,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,,36.62996842,0.985887868,Clinical,VNIa-4,BMD1392,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624444,Vietnam,Asia,,36.62996842,0.985887868,BMD1392,VNI
ERS2541103,BMD1415,,Vietnam,,,ERR2624218,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,,57.57515341,0.987555894,Clinical,VNIa-4,BMD1415,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624218,Vietnam,Asia,,57.57515341,0.987555894,BMD1415,VNI
ERS2541176,BMD1452,,Vietnam,,,ERR2624297,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,,55.58908016,0.991777438,Clinical,VNIa-5,BMD1452,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624297,Vietnam,Asia,,55.58908016,0.991777438,BMD1452,VNI
ERS2541129,BMD1465,,Vietnam,,,ERR2624494,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,2008.0,38.34769519,0.990911426,Clinical,VNIa-5,BMD1465,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624494,Vietnam,Asia,2008.0,38.34769519,0.990911426,BMD1465,VNI
ERS2541208,BMD1534,,Vietnam,,,ERR2624177,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,,69.19710709,0.992642921,Clinical,VNIa-5,BMD1534,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624177,Vietnam,Asia,,69.19710709,0.992642921,BMD1534,VNI
ERS2541252,BMD1592,,Vietnam,,,ERR2624472,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,2008.0,39.21282314,0.990615362,Clinical,VNIa-5,BMD1592,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624472,Vietnam,Asia,2008.0,39.21282314,0.990615362,BMD1592,VNI
ERS1142898,20427_4#20,,Vietnam,,,ERR1671748,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,2008.0,61.60134761,0.960497961,Clinical,VNIa-5,BMD1646,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR1671748,Vietnam,Asia,2008.0,61.60134761,0.960497961,20427_4#20,VNI
ERS2541306,BMD1673,,Vietnam,,,ERR2624391,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,2008.0,41.48484683,0.989413585,Clinical,VNIa-5,BMD1673,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624391,Vietnam,Asia,2008.0,41.48484683,0.989413585,BMD1673,VNI
ERS2541096,BMD1713,,Vietnam,,,ERR2624256,,,,Clinical,Ashton,Cryptococcus neoformans var. grubii H99,Ashton,negative,Asia,2008.0,35.16611894,0.989580489,Clinical,VNIa-5,BMD1713,Cryptococcus neoformans var. grubii H99,Ashton,negative,ERR2624256,Vietnam,Asia,2008.0,35.16611894,0.989580489,BMD1713,VNI
